grade,gender,transgender,sexual_orientation,religion,ethnicity,physical_disability,learning_disability,parent_guardian,guardian_degree,language_at_home_number,parent_other_than_English_frequency,language_at_home_text,book_in_home_number,book_read_number,computer_at_home_number,district,gpa,dei_01,dei_02,dei_03,dei_04,"G_School Climate for Diversity, Equity, and Inclusion			",dei_05,dei_06,dei_07,dei_10,"G_School Climate Overall			",dei_11,dei_12,dei_13,dei_16,dei_17,dei_18,dei_21,dei_75,"G_Classroom Teaching Supporting Diversity, Equity, and Inclusion						",dei_24,dei_25,dei_26,"G_Co-curricular Activities Supporting Diversity, Equity, and Inclusion		",dei_27,dei_28,dei_29,"G_School Commitment to Diversity, Equity, and Inclusion",dei_30,dei_31,dei_32,dei_35,dei_36,dei_37,"G_Everyday Discrimination by Students					",dei_48,dei_49,dei_50,dei_53,dei_54,dei_55,"G_Everyday Discrimination by Teachers					",dei_72,dei_73,dei_74,dei_76,"G_Outcomes					",absent_times,office_times,dei_80,dei_81,dei_82,dei_83,dei_84,"G_Meaningful Interactions Across Difference				",dei_fair_to_boys,share_text,temp,swsd_01,stmarg_remote,dei_stmarg,m_b63,
8,Male,No,,None,Black or African American,,,Parents,,,Half the time,,100-250,,"Yes, three or more",1,2,5,4,5,5,4.75,5,4,5,,4.67 ,,3,4,4,3,4,4,4,3.71 ,,,,#DIV/0!,3,2,3,2.666666667,,2,2,3,2,1,2,,1,1,1,1,1,1,3,3,4,3.50 ,3.38 ,,,4,5,3,4,5,4.2,,,,,,,Science,Comparison Data
6,Female,No,,Christian,White,,,Parents,,,No,,100-250,,"Yes, three or more",1,3,5,4,5,5,4.75,5,4,4,,4.33 ,,5,5,4,4,5,4,5,4.57 ,,,,#DIV/0!,3,3,3,3,,1,2,3,1,1,1.6,,1,2,1,1,1,1.2,3,3,2,3.00 ,2.75 ,,,3,5,5,4,5,4.4,,,,,,,Science,Comparison Data
6,Male,No,,None,White,,,Parents,,,No,,100-250,,"Yes, three or more",1,1,5,5,5,2,4.25,3,4,4,,3.67 ,,3,2,4,4,2,2,3,2.86 ,,,,#DIV/0!,3,3,3,3,,3,2,3,1,2,2.2,,3,2,2,1,1,1.8,3,3,3,2.50 ,2.88 ,,,3,3,3,3,3,3,,,,,,,Mathematics,Comparison Data
8,Female,No,,Christian,White,,,Parents,,,No,,More than 250,,"Yes, three or more",1,2,4,5,3,5,4.25,4,5,4,,4.33 ,,4,4,4,4,5,4,4,4.14 ,,,,#DIV/0!,3,3,3,3,,2,2,2,1,2,1.8,,2,1,2,1,1,1.4,4,4,4,3.50 ,3.88 ,,,3,4,4,4,3,3.6,,,,,,,Science,Comparison Data
6,Female,No,,Christian,White,,,Single Parent,,,No,,100-250,,"Yes, three or more",1,,4,4,5,3,4,4,4,5,,4.33 ,,2,2,3,1,2,2,2,2.00 ,,,,#DIV/0!,5,3,4,4,,1,2,2,1,2,1.6,,1,1,1,1,1,1,4,4,4,4.00 ,4.00 ,,,3,4,3,3,5,3.6,,,,,,,Science,Comparison Data
7,Female,No,,Christian,Black or African American,,,Stepparent,,,No,,More than 250,,"Yes, three or more",1,4,5,5,5,5,5,3,5,5,,4.33 ,,2,2,2,2,3,2,2,2.14 ,,,,#DIV/0!,5,5,4,4.666666667,,1,1,1,1,1,1,,2,2,1,1,1,1.4,4,5,4,3.00 ,4.00 ,,,4,3,2,3,1,2.6,,,,,,,English/Literature,Comparison Data
6,Female,No,,Christian,Black or African American,,,Parents,,,No,,25-99,,"Yes, three or more",1,,3,4,3,3,3.25,3,4,4,,3.67 ,,4,3,4,2,4,4,4,3.57 ,,,,#DIV/0!,4,4,5,4.333333333,,1,1,1,1,1,1,,1,1,1,1,1,1,5,5,4,2.50 ,4.13 ,,,4,5,3,5,5,4.4,,,,,,,Art,Comparison Data
6,Female,No,,Christian,White,,,Parents,,,Seldom,,100-250,,"Yes, three or more",1,3,4,4,5,4,4.25,4,3,5,,4.00 ,,3,4,3,4,5,2,4,3.57 ,,,,#DIV/0!,4,3,3,3.333333333,,2,2,2,2,1,1.8,,2,1,2,1,1,1.4,3,4,4,3.50 ,3.63 ,,,4,3,4,5,3,3.8,,,,,,,History/Social Studies/Geography/Government/Economics,Comparison Data
7,Male,No,,Christian,Black or African American,,,Parents,,,Always,,25-99,,"Yes, one",1,1,1,2,2,5,2.5,3,1,2,,2.00 ,,5,5,1,2,3,4,5,3.57 ,,,,#DIV/0!,2,2,2,2,,1,1,1,1,2,1.2,,2,3,5,1,1,2.4,2,1,4,0.50 ,1.88 ,,,4,2,2,5,4,3.4,,,,,,,Mathematics,Comparison Data
7,Female,No,,Muslim,"Middle Eastern, North African, or Arab",,,Stepparent,,,Most of the time,,More than 250,,"Yes, three or more",1,6,5,5,4,,4.666666667,3,4,5,,4.00 ,,4,2,2,2,3,3,2,2.57 ,,,,#DIV/0!,3,2,2,2.333333333,,4,2,3,1,2,2.4,,5,2,1,1,1,2,2,2,2,3.50 ,2.38 ,,,5,5,5,5,5,5,,,,,,,Mathematics,Comparison Data
6,Male,No,,Christian,White,,,Parents,,,Seldom,,100-250,,"Yes, three or more",1,,5,5,5,5,5,,,5,,5.00 ,,1,4,3,2,4,2,2,2.57 ,,,,#DIV/0!,,,,#DIV/0!,,,,,,,#DIV/0!,,,,,,,#DIV/0!,,,,4.50 ,4.50 ,,,5,1,,2,,2.666666667,,,,,,,Science,Comparison Data
8,Female,No,,Atheist,White,,,Parents,,,No,,100-250,,"Yes, three or more",1,1,5,5,5,5,5,4,5,5,,4.67 ,,5,4,5,2,5,4,3,4.00 ,,,,#DIV/0!,3,4,4,3.666666667,,1,1,1,1,1,1,,1,1,1,1,1,1,4,4,4,3.50 ,3.88 ,,,3,3,3,3,3,3,,,,,,,Mathematics,Comparison Data
7,Male,No,,Christian,"Hispanic, Latino, or Spanish",,,Single Parent,,,Most of the time,,0-10,,"Yes, one",1,4,5,5,4,4,4.5,4,4,5,,4.33 ,,4,3,5,1,4,3,5,3.57 ,,,,#DIV/0!,5,4,4,4.333333333,,3,2,3,2,3,2.6,,1,1,1,1,1,1,4,3,4,1.50 ,3.13 ,,,4,3,2,4,1,2.8,,,,,,,Science,Comparison Data
7,Male,No,,None,White,,,Parents,,,No,,More than 250,,"Yes, three or more",1,,5,5,5,5,5,5,5,5,,5.00 ,,5,5,4,5,4,4,5,4.57 ,,,,#DIV/0!,5,5,5,5,,1,1,1,1,1,1,,1,1,1,1,1,1,5,5,5,5.00 ,5.00 ,,,,4,,4,,4,,,,,,,Science,Comparison Data
6,Male,No,,Atheist,White,,,Parents,,,No,,100-250,,"Yes, three or more",1,,5,5,5,4,4.75,,5,5,,5.00 ,,4,3,3,2,3,2,3,2.86 ,,,,#DIV/0!,4,5,5,4.666666667,,1,3,3,2,2,2.2,,1,2,1,1,1,1.2,4,5,5,0.50 ,3.63 ,,,4,4,4,4,4,4,,,,,,,English/Literature,Comparison Data
7,Female,No,,Jewish,White,,,Stepparent,,,No,,11-24,,"Yes, three or more",1,4,4,3,5,3,3.75,4,5,5,,4.67 ,,4,3,3,4,4,2,3,3.29 ,,,,#DIV/0!,4,4,4,4,,2,3,2,1,2,2,,2,1,3,1,1,1.6,4,4,4,3.00 ,3.75 ,,,2,2,2,3,4,2.6,,,,,,,History/Social Studies/Geography/Government/Economics,Comparison Data
7,Female,No,,Christian,White,,,Parents,,,No,,More than 250,,"Yes, three or more",1,4,5,5,5,5,5,5,5,5,,5.00 ,,4,4,4,4,4,4,5,4.14 ,,,,#DIV/0!,5,5,5,5,,5,2,2,1,1,2.2,,5,2,2,1,1,2.2,4,5,5,4.50 ,4.63 ,,,3,4,4,4,5,4,,,,,,,Mathematics,Comparison Data
8,Female,No,,Christian,White,,,Single Parent,,,No,,100-250,,"Yes, three or more",1,1,5,5,2,5,4.25,3,3,4,,3.33 ,,3,3,3,4,4,3,3,3.29 ,,,,#DIV/0!,5,3,2,3.333333333,,2,1,3,1,2,1.8,,2,1,3,1,1,1.6,3,3,2,2.00 ,2.50 ,,,5,5,5,5,3,4.6,,,,,,,English/Literature,Comparison Data
8,Male,No,,Jewish,White,,,Parents,,,Most of the time,,More than 250,,"Yes, three or more",1,1,3,2,2,4,2.75,3,4,3,,3.33 ,,4,4,2,2,3,2,2,2.71 ,,,,#DIV/0!,3,2,4,3,,4,4,5,3,4,4,,4,3,3,1,1,2.4,3,2,2,2.50 ,2.38 ,,,4,4,4,5,5,4.4,,,,,,,Mathematics,Comparison Data
6,Male,No,,Christian,White,,,Parents,,,No,,More than 250,,"Yes, three or more",1,1,5,5,4,5,4.75,5,5,5,,5.00 ,,4,4,5,4,4,4,5,4.29 ,,,,#DIV/0!,5,5,5,5,,1,1,1,1,1,1,,1,1,1,1,1,1,5,5,5,5.00 ,5.00 ,,,4,4,4,4,4,4,,,,,,,History/Social Studies/Geography/Government/Economics,Comparison Data
8,Female,No,,Agnostic,White,,,Parents,,,No,,More than 250,,"Yes, three or more",1,1,4,5,4,5,4.5,4,4,4,,4.00 ,,4,3,3,3,4,4,4,3.57 ,,,,#DIV/0!,4,3,3,3.333333333,,2,2,2,1,1,1.6,,1,1,1,1,1,1,4,4,4,4.00 ,4.00 ,,,3,4,4,4,4,3.8,,,,,,,English/Literature,Comparison Data
7,Female,No,,Christian,White,,,Parents,,,No,,100-250,,"Yes, two",1,2,5,5,5,5,5,4,5,4,,4.33 ,,4,4,4,5,5,4,5,4.43 ,,,,#DIV/0!,4,4,5,4.333333333,,2,1,3,2,1,1.8,,1,1,1,1,1,1,3,4,3,4.50 ,3.63 ,,,4,4,4,5,5,4.4,,,,,,,Mathematics,Comparison Data
6,Male,No,,Christian,White,,,Parents,,,No,,100-250,,"Yes, three or more",1,,5,5,5,3,4.5,4,4,4,,4.00 ,,3,4,3,2,4,2,3,3.00 ,,,,#DIV/0!,4,4,4,4,,1,1,2,1,1,1.2,,2,2,4,1,1,2,4,4,5,3.50 ,4.13 ,,,,,,,,#DIV/0!,,,,,,,Science,Comparison Data
8,Male,No,,Atheist,White,,,Parents,,,No,,More than 250,,"Yes, three or more",1,5,2,2,1,3,2,3,4,5,,4.00 ,,2,3,3,3,4,3,4,3.14 ,,,,#DIV/0!,3,4,4,3.666666667,,3,4,3,2,2,2.8,,3,2,1,1,1,1.6,4,4,3,0.50 ,2.88 ,,,4,5,5,5,5,4.8,,,,,,,Science,Comparison Data
8,Female,No,,Agnostic,White,,,Parents,,,No,,More than 250,,"Yes, three or more",1,1,4,5,5,5,4.75,5,5,4,,4.67 ,,5,5,4,5,3,4,5,4.43 ,,,,#DIV/0!,5,5,5,5,,2,2,2,2,1,1.8,,1,1,1,1,1,1,5,5,5,4.00 ,4.75 ,,,3,4,3,4,4,3.6,,,,,,,,Comparison Data
6,Female,No,,Christian,White,,,Single Parent,,,No,,100-250,,"Yes, three or more",1,,5,5,5,5,5,5,5,5,,5.00 ,,5,5,5,5,5,5,5,5.00 ,,,,#DIV/0!,5,5,4,4.666666667,,1,2,1,1,1,1.2,,1,1,1,1,1,1,5,5,5,5.00 ,5.00 ,,,5,5,5,5,4,4.8,,,,,,,English/Literature,Comparison Data
6,Female,No,,Other,White,,,Parents,,,No,,100-250,,"Yes, three or more",1,,,,,,#DIV/0!,,,,,#DIV/0!,,2,2,3,2,2,3,3,2.43 ,,,,#DIV/0!,,,,#DIV/0!,,1,1,1,1,1,1,,1,1,1,1,1,1,,,,2.50 ,2.50 ,,,2,5,5,2,5,3.8,,,,,,,,Comparison Data
7,Female,No,,Agnostic,White,,,Parents,,,Most of the time,,More than 250,,"Yes, three or more",1,4,5,5,5,5,5,4,5,4,,4.33 ,,3,3,2,3,3,3,3,2.86 ,,,,#DIV/0!,5,5,5,5,,1,1,1,1,1,1,,1,1,1,1,1,1,5,5,5,5.00 ,5.00 ,,,1,1,1,1,1,1,,,,,,,Science,Comparison Data
8,Male,No,,Christian,White,,,Parents,,,No,,100-250,,"Yes, two",1,,5,5,5,5,5,3,4,4,,3.67 ,,3,3,3,3,3,3,3,3.00 ,,,,#DIV/0!,2,2,2,2,,2,1,1,1,1,1.2,,3,2,1,1,1,1.6,3,3,3,2.50 ,2.88 ,,,4,4,4,4,4,4,,,,,,,Science,Comparison Data
6,Male,No,,Christian,"Hispanic, Latino, or Spanish",,,Stepparent,,,Most of the time,,25-99,,"Yes, three or more",1,3,5,5,5,5,5,4,4,5,,4.33 ,,4,3,4,4,4,3,4,3.71 ,,,,#DIV/0!,5,5,4,4.666666667,,4,3,2,1,1,2.2,,4,3,2,1,1,2.2,5,5,5,4.00 ,4.75 ,,,4,4,4,5,4,4.2,,,,,,,Mathematics,Comparison Data
7,Male,No,,,White,,,Parents,,,No,,25-99,,"Yes, two",1,,5,,5,5,5,4,4,4,,4.00 ,,2,4,3,3,4,3,3,3.14 ,,,,#DIV/0!,5,4,3,4,,2,2,2,1,2,1.8,,1,1,1,1,1,1,4,5,4,3.50 ,4.13 ,,,4,,,4,2,3.333333333,,,,,,,History/Social Studies/Geography/Government/Economics,Comparison Data
6,Male,No,,Atheist,White,,,Parents,,,No,,100-250,,"Yes, three or more",1,1,5,5,5,4,4.75,5,5,5,,5.00 ,,3,3,5,2,5,5,4,3.86 ,,,,#DIV/0!,5,5,4,4.666666667,,2,2,3,1,1,1.8,,2,1,1,1,1,1.2,5,5,5,4.50 ,4.88 ,,,1,1,1,1,1,1,,,,,,,Mathematics,Comparison Data
7,Female,No,,Agnostic,White,,,Parents,,,No,,More than 250,,"Yes, one",1,1,3,2,4,4,3.25,4,3,4,,3.67 ,,4,4,2,2,4,3,4,3.29 ,,,,#DIV/0!,4,3,4,3.666666667,,2,1,3,1,1,1.6,,1,1,2,1,1,1.2,3,3,4,3.50 ,3.38 ,,,5,4,5,5,5,4.8,,,,,,,Science,Comparison Data
7,Female,No,,Christian,Black or African American,,,Other Adult,,,No,,11-24,,"Yes, one",1,3,5,5,5,5,5,3,4,4,,3.67 ,,2,2,4,2,3,2,1,2.29 ,,,,#DIV/0!,3,3,3,3,,3,1,3,3,1,2.2,,1,1,1,1,1,1,3,4,3,2.50 ,3.13 ,,,1,1,1,1,1,1,,,,,,,Science,Comparison Data
8,Female,No,,Other,White,,,Single Parent,,,No,,100-250,,"Yes, three or more",1,3,4,4,4,5,4.25,4,4,5,,4.33 ,,3,4,2,2,3,2,2,2.57 ,,,,#DIV/0!,3,3,3,3,,1,1,2,1,1,1.2,,1,1,1,1,1,1,4,4,4,3.50 ,3.88 ,,,1,1,3,2,3,2,,,,,,,History/Social Studies/Geography/Government/Economics,Comparison Data
7,Male,No,,Atheist,White,,,Parents,,,No,,More than 250,,"Yes, three or more",1,1,5,5,4,5,4.75,5,4,5,,4.67 ,,4,4,5,4,5,4,4,4.29 ,,,,#DIV/0!,5,4,3,4,,,1,,,1,1,,,1,,,1,1,4,4,4,5.00 ,4.25 ,,,,,,,,#DIV/0!,,,,,,,History/Social Studies/Geography/Government/Economics,Comparison Data
7,Male,No,,Christian,Asian,,,Parents,,,Half the time,,100-250,,"Yes, three or more",1,,5,5,5,5,5,4,5,5,,4.67 ,,2,4,4,3,4,2,3,3.14 ,,,,#DIV/0!,4,4,4,4,,4,1,1,1,4,2.2,,5,1,1,1,1,1.8,5,5,5,3.50 ,4.63 ,,,1,1,1,1,1,1,,,,,,,Science,Comparison Data
7,Female,,,,White,,,Parents,,,No,,100-250,,"Yes, three or more",1,,5,5,5,5,5,,5,5,,5.00 ,,,,5,5,,5,5,5.00 ,,,,#DIV/0!,5,5,5,5,,,,1,1,1,1,,,,1,1,1,1,5,5,5,5.00 ,5.00 ,,,,,,,,#DIV/0!,,,,,,,History/Social Studies/Geography/Government/Economics,Comparison Data
8,Male,No,,Christian,"Hispanic, Latino, or Spanish",,,Parents,,,Seldom,,100-250,,"Yes, three or more",1,3,5,5,5,4,4.75,4,5,5,,4.67 ,,2,3,2,2,1,4,3,2.43 ,,,,#DIV/0!,5,5,4,4.666666667,,4,4,4,1,4,3.4,,1,1,2,1,1,1.2,3,3,4,4.00 ,3.50 ,,,5,4,5,5,2,4.2,,,,,,,Mathematics,Comparison Data
6,Female,No,,Atheist,White,,,Parents,,,No,,100-250,,"Yes, three or more",1,1,5,5,5,5,5,5,5,5,,5.00 ,,5,5,4,4,5,5,4,4.57 ,,,,#DIV/0!,5,4,5,4.666666667,,1,,1,1,1,1,,1,,1,1,1,1,5,5,4,4.00 ,4.50 ,,,5,5,,,,5,,,,,,,History/Social Studies/Geography/Government/Economics,Comparison Data
7,Female,No,,None,White,,,Parents,,,No,,25-99,,"Yes, three or more",1,4,5,5,5,4,4.75,4,5,5,,4.67 ,,3,5,5,5,4,4,5,4.43 ,,,,#DIV/0!,4,4,5,4.333333333,,1,1,1,1,1,1,,1,1,1,1,1,1,4,5,4,4.50 ,4.38 ,,,5,4,4,4,5,4.4,,,,,,,History/Social Studies/Geography/Government/Economics,Comparison Data
6,Female,No,,Agnostic,White,,,Parents,,,No,,More than 250,,"Yes, three or more",1,1,4,5,4,4,4.25,4,5,4,,4.33 ,,2,2,2,2,3,2,2,2.14 ,,,,#DIV/0!,3,3,4,3.333333333,,2,2,1,2,1,1.6,,1,2,4,1,1,1.8,2,3,1,3.00 ,2.25 ,,,5,5,5,5,4,4.8,,,,,,,History/Social Studies/Geography/Government/Economics,Comparison Data
6,Female,No,,Christian,White,,,Parents,,,No,,More than 250,,"Yes, three or more",1,4,4,4,4,4,4,5,4,,,4.50 ,,4,3,4,2,4,,4,3.50 ,,,,#DIV/0!,5,4,5,4.666666667,,2,1,1,1,1,1.2,,1,1,1,1,1,1,4,4,4,4.00 ,4.00 ,,,5,1,3,5,4,3.6,,,,,,,History/Social Studies/Geography/Government/Economics,Comparison Data
6,Female,No,,Christian,White,,,Parents,,,No,,More than 250,,"Yes, three or more",1,,5,4,4,5,4.5,,4,4,,4.00 ,,,2,2,2,2,,,2.00 ,,,,#DIV/0!,4,3,,3.5,,4,4,4,1,4,3.4,,3,2,2,1,1,1.8,3,4,3,3.50 ,3.38 ,,,4,4,4,4,3,3.8,,,,,,,History/Social Studies/Geography/Government/Economics,Comparison Data
8,Male,No,,None,"Hispanic, Latino, or Spanish",,,Single Parent,,,Half the time,,25-99,,"Yes, three or more",1,5,5,5,5,5,5,4,5,5,,4.67 ,,5,1,5,5,5,3,5,4.14 ,,,,#DIV/0!,5,4,5,4.666666667,,5,3,4,1,3,3.2,,4,2,2,1,1,2,4,4,4,5.00 ,4.25 ,,,4,4,4,5,2,3.8,,,,,,,Mathematics,Comparison Data
7,Female,No,,Christian,White,,,Parents,,,No,,25-99,,"Yes, three or more",1,4,5,5,4,5,4.75,4,4,5,,4.33 ,,3,5,3,3,4,3,3,3.43 ,,,,#DIV/0!,4,4,4,4,,4,2,3,2,2,2.6,,4,2,3,1,1,2.2,4,4,4,4.00 ,4.00 ,,,3,4,4,4,4,3.8,,,,,,,Mathematics,Comparison Data
8,Male,No,,Atheist,White,,,Parents,,,No,,More than 250,,"Yes, three or more",1,1,4,5,4,5,4.5,3,4,4,,3.67 ,,2,1,2,2,2,1,2,1.71 ,,,,#DIV/0!,3,3,3,3,,2,1,2,1,1,1.4,,1,3,1,1,1,1.4,4,3,5,4.00 ,4.00 ,,,3,3,2,4,3,3,,,,,,,English/Literature,Comparison Data
8,Female,No,,Christian,White,,,Parents,,,Seldom,,More than 250,,"Yes, three or more",1,2,4,4,5,4,4.25,4,3,4,,3.67 ,,4,5,4,4,4,4,4,4.14 ,,,,#DIV/0!,4,4,4,4,,1,2,2,2,1,1.6,,1,1,1,1,1,1,4,4,4,4.00 ,4.00 ,,,4,5,5,4,5,4.6,,,,,,,Science,Comparison Data
8,Female,No,,Christian,White,,,Parents,,,No,,100-250,,"Yes, three or more",1,2,5,5,5,5,5,5,5,5,,5.00 ,,2,5,2,2,3,3,3,2.86 ,,,,#DIV/0!,4,4,4,4,,1,1,1,1,1,1,,1,1,1,1,1,1,3,5,4,5.00 ,4.25 ,,,1,1,3,3,3,2.2,,,,,,,Science,Comparison Data
8,Female,No,,Atheist,White,,,Parents,,,No,,25-99,,"Yes, three or more",1,1,4,4,4,5,4.25,4,3,4,,3.67 ,,5,5,4,4,5,4,4,4.43 ,,,,#DIV/0!,4,3,3,3.333333333,,2,4,3,2,3,2.8,,2,2,3,1,1,1.8,3,3,3,2.50 ,2.88 ,,,2,4,4,4,5,3.8,,,,,,,Science,Comparison Data
7,Female,No,,Atheist,Asian,,,Parents,,,Always,,More than 250,,"Yes, two",1,1,5,,5,5,5,5,5,5,,5.00 ,,,2,2,2,2,,2,2.00 ,,,,#DIV/0!,5,4,5,4.666666667,,1,1,1,1,1,1,,1,1,1,1,1,1,5,5,5,4.50 ,4.88 ,,,3,,,4,,3.5,,,,,,,Science,Comparison Data
7,Male,No,,None,Black or African American,,,Single Parent,,,No,,0-10,,"Yes, three or more",1,4,5,5,5,5,5,5,5,5,,5.00 ,,5,5,5,5,5,5,5,5.00 ,,,,#DIV/0!,5,5,5,5,,4,4,4,4,1,3.4,,5,5,5,5,1,4.2,5,3,4,2.50 ,3.63 ,,,2,1,1,5,4,2.6,,,,,,,Mathematics,Comparison Data
6,Female,No,,Christian,White,,,Parents,,,No,,100-250,,"Yes, three or more",1,,5,4,4,5,4.5,4,5,5,,4.67 ,,5,3,4,5,4,5,3,4.14 ,,,,#DIV/0!,5,4,5,4.666666667,,1,2,1,2,1,1.4,,1,1,1,1,1,1,5,4,5,5.00 ,4.75 ,,,4,5,4,4,5,4.4,,,,,,,Science,Comparison Data
6,Female,No,,Christian,White,,,Parents,,,No,,More than 250,,"Yes, three or more",1,,5,5,5,5,5,5,5,5,,5.00 ,,4,5,4,3,3,4,4,3.86 ,,,,#DIV/0!,5,4,5,4.666666667,,5,2,3,1,1,2.4,,5,2,2,1,1,2.2,5,5,5,4.50 ,4.88 ,,,4,4,4,4,4,4,,,,,,,Foreign Language,Comparison Data
6,Male,No,,Christian,White,,,Parents,,,No,,100-250,,"Yes, three or more",1,4,5,5,5,5,5,4,5,5,,4.67 ,,2,4,2,2,3,2,,2.50 ,,,,#DIV/0!,4,4,4,4,,2,1,2,1,2,1.6,,1,1,1,1,1,1,4,4,4,4.50 ,4.13 ,,,2,2,3,4,2,2.6,,,,,,,History/Social Studies/Geography/Government/Economics,Comparison Data
6,Male,No,,Christian,White,,,Parents,,,No,,More than 250,,"Yes, three or more",1,3,5,5,5,5,5,5,5,5,,5.00 ,,1,4,5,4,4,4,4,3.71 ,,,,#DIV/0!,4,4,4,4,,5,5,1,1,1,2.6,,4,5,1,1,1,2.4,4,4,4,4.00 ,4.00 ,,,,4,4,4,4,4,,,,,,,English/Literature,Comparison Data
7,Female,No,,Agnostic,White,,,Parents,,,No,,More than 250,,"Yes, three or more",1,1,3,5,3,,3.666666667,,4,3,,3.50 ,,2,4,4,4,4,4,4,3.71 ,,,,#DIV/0!,3,2,2,2.333333333,,1,1,1,1,1,1,,3,3,3,3,3,3,3,4,5,2.00 ,3.50 ,,,5,5,5,5,5,5,,,,,,,History/Social Studies/Geography/Government/Economics,Comparison Data
6,Male,No,,Christian,White,,,Parents,,,No,,100-250,,"Yes, three or more",1,4,4,5,4,5,4.5,4,4,5,,4.33 ,,2,3,4,4,5,3,2,3.29 ,,,,#DIV/0!,5,4,3,4,,2,2,1,1,1,1.4,,1,1,1,1,1,1,5,4,4,3.50 ,4.13 ,,,3,4,4,5,3,3.8,,,,,,,Mathematics,Comparison Data
6,Male,No,,None,White,,,Parents,,,Always,,100-250,,"Yes, three or more",1,2,4,4,3,5,4,4,4,4,,4.00 ,,2,4,3,2,4,2,2,2.71 ,,,,#DIV/0!,4,4,4,4,,4,1,2,1,1,1.8,,4,1,1,1,1,1.6,4,4,4,4.50 ,4.13 ,,,3,4,5,3,1,3.2,,,,,,,English/Literature,Comparison Data
6,,No,,None,White,,,Parents,,,No,,100-250,,"Yes, three or more",1,5,5,5,5,5,5,4,5,4,,4.33 ,,4,3,4,3,4,4,5,3.86 ,,,,#DIV/0!,3,4,4,3.666666667,,2,4,1,1,1,1.8,,1,4,1,1,1,1.6,2,3,3,4.00 ,3.00 ,,,3,4,4,5,5,4.2,,,,,,,Physical Education/Gym,Comparison Data
7,Female,No,,Other,Black or African American,,,Parents,,,No,,11-24,,"Yes, three or more",1,3,5,5,5,5,5,4,4,3,,3.67 ,,,1,2,2,4,4,2,2.50 ,,,,#DIV/0!,1,1,1,1,,4,3,2,4,4,3.4,,4,4,4,2,2,3.2,2,3,2,1.00 ,2.00 ,,,,4,5,5,5,4.75,,,,,,,Mathematics,Comparison Data
6,Female,No,,None,White,,,Parents,,,Seldom,,25-99,,"Yes, three or more",1,,5,5,5,5,5,5,5,5,,5.00 ,,4,5,5,5,5,5,5,4.86 ,,,,#DIV/0!,5,5,5,5,,1,1,1,1,1,1,,1,1,1,1,1,1,5,5,5,5.00 ,5.00 ,,,5,5,4,5,5,4.8,,,,,,,English/Literature,Comparison Data
7,Female,No,,Christian,White,,,Parents,,,No,,More than 250,,"Yes, three or more",1,2,5,5,5,5,5,5,5,5,,5.00 ,,4,4,4,2,4,4,3,3.57 ,,,,#DIV/0!,5,5,4,4.666666667,,1,1,1,1,1,1,,1,1,1,1,1,1,5,5,5,5.00 ,5.00 ,,,3,4,,3,5,3.75,,,,,,,Mathematics,Comparison Data
6,Male,No,,Christian,Black or African American,,,Parents,,,Half the time,,25-99,,"Yes, three or more",1,3,4,5,5,5,4.75,5,5,5,,5.00 ,,4,4,5,5,4,4,4,4.29 ,,,,#DIV/0!,5,5,5,5,,2,2,2,1,1,1.6,,1,1,1,1,1,1,5,5,5,4.00 ,4.75 ,,,5,3,5,5,4,4.4,,,,,,,History/Social Studies/Geography/Government/Economics,Comparison Data
7,Female,No,,Christian,,,,Parents,,,,,100-250,,"Yes, one",1,1,,4,5,4,4.333333333,4,5,5,,4.67 ,,5,5,5,5,5,5,5,5.00 ,,,,#DIV/0!,3,3,3,3,,2,2,3,1,2,2,,2,2,2,1,1,1.6,3,4,4,3.50 ,3.63 ,,,1,4,1,3,1,2,,,,,,,History/Social Studies/Geography/Government/Economics,Comparison Data
8,Female,No,,Atheist,White,,,Parents,,,No,,More than 250,,"Yes, three or more",1,1,5,5,5,5,5,4,5,5,,4.67 ,,2,2,2,1,2,2,2,1.86 ,,,,#DIV/0!,5,4,4,4.333333333,,1,1,1,1,1,1,,1,1,1,1,1,1,5,5,4,4.50 ,4.63 ,,,4,4,4,4,4,4,,,,,,,History/Social Studies/Geography/Government/Economics,Comparison Data
7,Male,No,,Christian,White,,,Parents,,,No,,100-250,,"Yes, three or more",1,3,3,4,5,5,4.25,1,3,4,,2.67 ,,4,3,3,3,3,3,3,3.14 ,,,,#DIV/0!,3,3,5,3.666666667,,4,2,4,2,3,3,,4,2,1,1,1,1.8,4,4,4,4.00 ,4.00 ,,,3,3,4,3,4,3.4,,,,,,,English/Literature,Comparison Data
8,Female,No,,Christian,,,,Parents,,,No,,More than 250,,"Yes, three or more",1,,5,5,5,4,4.75,5,5,4,,4.67 ,,4,4,2,4,4,4,4,3.71 ,,,,#DIV/0!,3,3,4,3.333333333,,2,2,2,1,1,1.6,,1,1,1,1,1,1,4,5,4,4.00 ,4.25 ,,,4,4,4,4,4,4,,,,,,,English/Literature,Comparison Data
6,,,,None,White,,,Parents,,,No,,More than 250,,"Yes, three or more",1,,5,4,5,4,4.5,3,4,4,,3.67 ,,3,4,4,4,4,4,2,3.57 ,,,,#DIV/0!,3,3,3,3,,3,2,2,2,1,2,,2,1,1,1,1,1.2,3,3,3,4.00 ,3.25 ,,,4,4,4,4,4,4,,,,,,,Mathematics,Comparison Data
